,Unnamed: 0,images,labels,2,4,5,7,10,12
9317,37277,b'bowl_s_002092.png',3.0,,,,,,
9318,37286,b'beer_can_s_000927.png',3.0,,,,,,
9319,37300,b'tulip_s_002205.png',2.0,,,,,,
9320,37304,b'plate_s_000952.png',3.0,,,,,,
9321,37314,b'poppy_s_000785.png',2.0,,,,,,
9322,37322,b'cichlid_s_000178.png',1.0,,,,,,
9323,37324,b'beer_can_s_000399.png',3.0,,,,,,
9324,37329,b'electric_ray_s_000316.png',1.0,,,,,,
9325,37331,b'mountain_rose_s_000237.png',2.0,,,,,,
9326,37334,b'macoun_s_000363.png',4.0,,,,,,
9327,37338,b'roughtail_stingray_s_000009.png',1.0,,,,,,
9328,37341,b'butterfly_orchid_s_000609.png',2.0,,,,,,
9329,37344,b'plaice_s_000834.png',1.0,,,,,,
9330,37350,b'bell_pepper_s_000543.png',4.0,,,,,,
9331,37356,b'tv_s_000883.png',5.0,,,,,,
9332,37365,b'red_delicious_s_001422.png',4.0,,,,,,
9333,37368,b'lamp_s_001289.png',5.0,,,,,,
9334,37369,b'television_s_000316.png',5.0,,,,,,
9335,37382,b'clock_s_000170.png',5.0,,,,,,
9336,37383,b'navel_orange_s_001295.png',4.0,,,,,,
9337,37387,b'rosebush_s_001277.png',2.0,,,,,,
9338,37388,b'coffee_can_s_000829.png',3.0,,,,,,
9339,37390,b'cichlid_s_000900.png',1.0,,,,,,
9340,37391,b'telephone_s_000576.png',5.0,,,,,,
9341,37402,b'apple_s_000057.png',4.0,,,,,,
9342,37403,b'plate_s_001026.png',3.0,,,,,,
9343,37404,b'orchid_s_001229.png',2.0,,,,,,
9344,37407,b'pear_s_001142.png',4.0,,,,,,
9345,37410,b'bell_pepper_s_001515.png',4.0,,,,,,
9346,37414,b'rose_s_001697.png',2.0,,,,,,
9347,37415,b'rainbow_trout_s_001839.png',1.0,,,,,,
9348,37417,b'navel_orange_s_000357.png',4.0,,,,,,
9349,37418,b'goblet_s_000775.png',3.0,,,,,,
9350,37421,b'dessert_plate_s_000001.png',3.0,,,,,,
9351,37432,b'sweet_pepper_s_001474.png',4.0,,,,,,
9352,37433,b'rose_s_001610.png',2.0,,,,,,
9353,37438,b'poppy_s_001273.png',2.0,,,,,,
9354,37441,b'plate_s_001755.png',3.0,,,,,,
9355,37443,b'navel_orange_s_001380.png',4.0,,,,,,
9356,37444,b'rosebush_s_000600.png',2.0,,,,,,
9357,37446,b'beaker_s_000606.png',3.0,,,,,,
9358,37448,b'orchid_s_001197.png',2.0,,,,,,
9359,37449,b'bottle_s_000929.png',3.0,,,,,,
9360,37455,b'sweet_pepper_s_001614.png',4.0,,,,,,
9361,37458,b'rose_s_000644.png',2.0,,,,,,
9362,37475,b'beer_can_s_002376.png',3.0,,,,,,
9363,37478,b'alarm_clock_s_000849.png',5.0,,,,,,
9364,37479,b'lady_tulip_s_000286.png',2.0,,,,,,
9365,37483,b'plate_s_002084.png',3.0,,,,,,
9366,37485,b'bartlett_pear_s_000139.png',4.0,,,,,,
9367,37486,b'fishbowl_s_000905.png',3.0,,,,,,
9368,37489,b'sweet_pepper_s_000166.png',4.0,,,,,,
9369,37491,b'trout_s_000318.png',1.0,,,,,,
9370,37493,b'tulip_s_000047.png',2.0,,,,,,
9371,37500,b'flounder_s_001524.png',1.0,,,,,,
9372,37503,b'tulip_s_002160.png',2.0,,,,,,
9373,37504,b'pear_s_000140.png',4.0,,,,,,
9374,37510,b'sunflower_s_000156.png',2.0,,,,,,
9375,37511,b'lady_tulip_s_000482.png',2.0,,,,,,
9376,37512,b'bartlett_pear_s_000247.png',4.0,,,,,,
9377,37515,b'bottle_s_000949.png',3.0,,,,,,
9378,37518,b'beer_bottle_s_000322.png',3.0,,,,,,
9379,37520,b'soda_can_s_000115.png',3.0,,,,,,
9380,37521,b'sunflower_s_000005.png',2.0,,,,,,
9381,37527,b'orchid_s_001338.png',2.0,,,,,,
9382,37529,b'orchid_s_001385.png',2.0,,,,,,
9383,37534,b'bartlett_pear_s_000477.png',4.0,,,,,,
9384,37536,b'lady_tulip_s_000630.png',2.0,,,,,,
9385,37542,b'flounder_s_001553.png',1.0,,,,,,
9386,37550,b'anjou_s_000938.png',4.0,,,,,,
9387,37551,b'bowl_s_001754.png',3.0,,,,,,
9388,37554,b'clock_s_002002.png',5.0,,,,,,
9389,37561,b'stingray_s_001802.png',1.0,,,,,,
9390,37562,b'poppy_s_001605.png',2.0,,,,,,
9391,37564,b'carassius_auratus_s_000127.png',1.0,,,,,,
9392,37567,b'rushlight_s_000326.png',5.0,,,,,,
9393,37570,b'fishbowl_s_001202.png',3.0,,,,,,
9394,37577,b'shark_s_001307.png',1.0,,,,,,
9395,37578,b'goblet_s_000495.png',3.0,,,,,,
9396,37580,b'gravure_s_000140.png',3.0,,,,,,
9397,37583,b'eagle_ray_s_000242.png',1.0,,,,,,
9398,37586,b'soda_can_s_000065.png',3.0,,,,,,
9399,37596,b'rainbow_trout_s_001780.png',1.0,,,,,,
9400,37605,b'coffee_can_s_000227.png',3.0,,,,,,
9401,37607,b'beer_bottle_s_000566.png',3.0,,,,,,
9402,37612,b'electric_lamp_s_000364.png',5.0,,,,,,
9403,37625,b'television_s_001337.png',5.0,,,,,,
9404,37628,b'keyboard_s_000502.png',5.0,,,,,,
9405,37637,b'lady_tulip_s_000611.png',2.0,,,,,,
9406,37643,b'rosebush_s_001134.png',2.0,,,,,,
9407,37647,b'fishbowl_s_001660.png',3.0,,,,,,
9408,37656,b'lamp_s_001064.png',5.0,,,,,,
9409,37666,b'ampoule_s_000335.png',3.0,,,,,,
9410,37678,b'desk_phone_s_000161.png',5.0,,,,,,
9411,37683,b'temple_orange_s_000302.png',4.0,,,,,,
9412,37691,b'bartlett_pear_s_000370.png',4.0,,,,,,
9413,37693,b'bell_pepper_s_000459.png',4.0,,,,,,
9414,37696,b'poppy_s_000309.png',2.0,,,,,,
9415,37699,b'orchid_s_000314.png',2.0,,,,,,
9416,37700,b'guitarfish_s_000117.png',1.0,,,,,,
9417,37712,b'rose_s_001270.png',2.0,,,,,,
9418,37714,b'mushroom_s_002478.png',4.0,,,,,,
9419,37715,b'mushroom_s_001395.png',4.0,,,,,,
9420,37724,b'telephone_set_s_000739.png',5.0,,,,,,
9421,37726,b'bowl_s_002674.png',3.0,,,,,,
9422,37727,b'computer_keyboard_s_000397.png',5.0,,,,,,
9423,37731,b'tv_s_000840.png',5.0,,,,,,
9424,37734,b'shark_s_001030.png',1.0,,,,,,
9425,37739,b'jaffa_orange_s_000077.png',4.0,,,,,,
9426,37740,b'goblet_s_001711.png',3.0,,,,,,
9427,37742,b'goldfish_s_002182.png',1.0,,,,,,
9428,37746,b'saucer_s_001200.png',3.0,,,,,,
9429,37747,b'rose_s_001624.png',2.0,,,,,,
9430,37750,b'tulip_s_000896.png',2.0,,,,,,
9431,37751,b'poppy_s_000897.png',2.0,,,,,,
9432,37754,b'clock_s_000912.png',5.0,,,,,,
9433,37757,b'soda_can_s_000656.png',3.0,,,,,,
9434,37762,b'tulip_s_001960.png',2.0,,,,,,
9435,37763,b'red_delicious_s_000019.png',4.0,,,,,,
9436,37766,b'whiskey_bottle_s_000211.png',3.0,,,,,,
9437,37768,b'candle_s_000035.png',5.0,,,,,,
9438,37769,b'television_s_002236.png',5.0,,,,,,
9439,37770,b'television_system_s_001041.png',5.0,,,,,,
9440,37772,b'golden_delicious_s_000494.png',4.0,,,,,,
9441,37774,b'desk_phone_s_000262.png',5.0,,,,,,
9442,37775,b'butterfly_orchid_s_001915.png',2.0,,,,,,
9443,37776,b'mushroom_s_002026.png',4.0,,,,,,
9444,37779,b'orchid_s_000651.png',2.0,,,,,,
9445,37780,b'keyboard_s_001688.png',5.0,,,,,,
9446,37781,b'sunflower_s_000433.png',2.0,,,,,,
9447,37782,b'mushroom_s_001766.png',4.0,,,,,,
9448,37786,b'poppy_s_002116.png',2.0,,,,,,
9449,37794,b'keyboard_s_001086.png',5.0,,,,,,
9450,37799,b'mackerel_shark_s_000477.png',1.0,,,,,,
9451,37803,b'morel_s_000329.png',4.0,,,,,,
9452,37807,b'alarm_clock_s_000139.png',5.0,,,,,,
9453,37811,b'butterfly_orchid_s_001436.png',2.0,,,,,,
9454,37812,b'valencia_orange_s_000030.png',4.0,,,,,,
9455,37819,b'valencia_orange_s_000097.png',4.0,,,,,,
9456,37823,b'fish_bowl_s_000111.png',3.0,,,,,,
9457,37828,b'poppy_s_000119.png',2.0,,,,,,
9458,37833,b'beer_can_s_000035.png',3.0,,,,,,
9459,37836,b'telephone_set_s_001267.png',5.0,,,,,,
9460,37837,b'trout_s_001472.png',1.0,,,,,,
9461,37846,b'rainbow_trout_s_001333.png',1.0,,,,,,
9462,37855,b'mushroom_s_000967.png',4.0,,,,,,
9463,37857,b'computer_keyboard_s_000164.png',5.0,,,,,,
9464,37858,b'clock_s_002427.png',5.0,,,,,,
9465,37859,b'tulip_s_001745.png',2.0,,,,,,
9466,37860,b'navel_orange_s_000884.png',4.0,,,,,,
9467,37861,b'clock_s_000927.png',5.0,,,,,,
9468,37865,b'bottle_s_000945.png',3.0,,,,,,
9469,37866,b'sea_trout_s_000160.png',1.0,,,,,,
9470,37868,b'telephone_s_001538.png',5.0,,,,,,
9471,37873,b'shark_s_000100.png',1.0,,,,,,
9472,37874,b'fishplate_s_000899.png',3.0,,,,,,
9473,37877,b'carassius_auratus_s_000736.png',1.0,,,,,,
9474,37879,b'poppy_s_000221.png',2.0,,,,,,
9475,37881,b'computer_keyboard_s_001474.png',5.0,,,,,,
9476,37882,b'orchid_s_001339.png',2.0,,,,,,
9477,37889,b'goblet_s_001543.png',3.0,,,,,,
9478,37902,b'bartlett_pear_s_000433.png',4.0,,,,,,
9479,37903,b'tulipa_clusiana_s_000027.png',2.0,,,,,,
9480,37909,b'clavier_s_000184.png',5.0,,,,,,
9481,37915,b'alarm_clock_s_000184.png',5.0,,,,,,
9482,37919,b'keyboard_s_001560.png',5.0,,,,,,
9483,37923,b'carassius_auratus_s_000047.png',1.0,,,,,,
9484,37927,b'bottle_s_000422.png',3.0,,,,,,
9485,37929,b'computer_keyboard_s_001901.png',5.0,,,,,,
9486,37931,b'soda_bottle_s_000951.png',3.0,,,,,,
9487,37933,b'orchid_s_000123.png',2.0,,,,,,
9488,37936,b'lamp_s_000424.png',5.0,,,,,,
9489,37937,b'tulip_s_001913.png',2.0,,,,,,
9490,37939,b'sour_orange_s_000855.png',4.0,,,,,,
9491,37948,b'rose_s_001019.png',2.0,,,,,,
9492,37950,b'morchella_esculenta_s_001026.png',4.0,,,,,,
9493,37959,b'bowl_s_000584.png',3.0,,,,,,
9494,37962,b'rosebush_s_001980.png',2.0,,,,,,
9495,37967,b'lamp_s_001027.png',5.0,,,,,,
9496,37970,b'stingray_s_001316.png',1.0,,,,,,
9497,37977,b'shortfin_mako_s_000098.png',1.0,,,,,,
9498,37984,b'dessert_plate_s_000435.png',3.0,,,,,,
9499,37993,b'butterfly_orchid_s_000947.png',2.0,,,,,,
9500,38000,b'beer_bottle_s_000010.png',3.0,,,,,,
9501,38004,b'tulip_s_001235.png',2.0,,,,,,
9502,38008,b'television_s_000945.png',5.0,,,,,,
9503,38009,b'poppy_s_002640.png',2.0,,,,,,
9504,38014,b'television_system_s_000307.png',5.0,,,,,,
9505,38016,b'clock_s_000264.png',5.0,,,,,,
9506,38022,b'alarm_clock_s_000949.png',5.0,,,,,,
9507,38026,b'mountain_rose_s_000070.png',2.0,,,,,,
9508,38028,b'electric_lamp_s_000078.png',5.0,,,,,,
9509,38031,b'tv_s_001139.png',5.0,,,,,,
9510,38032,b'bowl_s_000134.png',3.0,,,,,,
9511,38041,b'computer_keyboard_s_001417.png',5.0,,,,,,
9512,38043,b'mushroom_s_000570.png',4.0,,,,,,
9513,38049,b'sea_trout_s_000010.png',1.0,,,,,,
9514,38051,b'mushroom_s_002396.png',4.0,,,,,,
9515,38052,b'eagle_ray_s_000114.png',1.0,,,,,,
9516,38054,b'alarm_clock_s_000073.png',5.0,,,,,,
9517,38060,b'discharge_lamp_s_001178.png',5.0,,,,,,
9518,38062,b'shark_s_001225.png',1.0,,,,,,
9519,38065,b'turbot_s_000737.png',1.0,,,,,,
9520,38070,b'bell_pepper_s_000417.png',4.0,,,,,,
9521,38071,b'rainbow_trout_s_000638.png',1.0,,,,,,
9522,38089,b'phone_s_000409.png',5.0,,,,,,
9523,38093,b'television_s_001443.png',5.0,,,,,,
9524,38094,b'computer_keyboard_s_001747.png',5.0,,,,,,
9525,38100,b'apple_s_000626.png',4.0,,,,,,
9526,38101,b'orchid_s_001985.png',2.0,,,,,,
9527,38102,b'tulip_s_001711.png',2.0,,,,,,
9528,38108,b'trout_s_000614.png',1.0,,,,,,
9529,38110,b'bell_pepper_s_000003.png',4.0,,,,,,
9530,38122,b'plate_iron_s_001655.png',3.0,,,,,,
9531,38129,b'tulipa_clusiana_s_000181.png',2.0,,,,,,
9532,38133,b'navel_orange_s_000632.png',4.0,,,,,,
9533,38135,b'telephone_set_s_000612.png',5.0,,,,,,
9534,38139,b'bartlett_pear_s_000124.png',4.0,,,,,,
9535,38147,b'mushroom_s_002395.png',4.0,,,,,,
9536,38148,b'coffee_can_s_000750.png',3.0,,,,,,
9537,38149,b'rose_s_001054.png',2.0,,,,,,
9538,38154,b'cichlid_fish_s_000903.png',1.0,,,,,,
9539,38157,b'phone_s_002901.png',5.0,,,,,,
9540,38160,b'orchid_s_001754.png',2.0,,,,,,
9541,38163,b'golden_delicious_s_000093.png',4.0,,,,,,
9542,38166,b'guitarfish_s_000490.png',1.0,,,,,,
9543,38171,b'sunflower_s_000452.png',2.0,,,,,,
9544,38172,b'electric_ray_s_000934.png',1.0,,,,,,
9545,38180,b'cichlid_s_002241.png',1.0,,,,,,
9546,38181,b'cichlid_s_000024.png',1.0,,,,,,
9547,38182,b'cichlid_fish_s_000406.png',1.0,,,,,,
9548,38186,b'dwarf_tulip_s_000186.png',2.0,,,,,,
9549,38191,b'soda_can_s_000659.png',3.0,,,,,,
9550,38192,b'soda_can_s_000088.png',3.0,,,,,,
9551,38196,b'saucer_s_000002.png',3.0,,,,,,
9552,38197,b'electric_ray_s_000534.png',1.0,,,,,,
9553,38206,b'goblet_s_001516.png',3.0,,,,,,
9554,38210,b'mushroom_s_000114.png',4.0,,,,,,
9555,38212,b'fishplate_s_000445.png',3.0,,,,,,
9556,38214,b'sea_trout_s_000554.png',1.0,,,,,,
9557,38235,b'alarm_clock_s_000231.png',5.0,,,,,,
9558,38240,b'shark_s_000430.png',1.0,,,,,,
9559,38241,b'rose_s_000368.png',2.0,,,,,,
9560,38245,b'rose_s_001809.png',2.0,,,,,,
9561,38247,b'goldfish_s_001018.png',1.0,,,,,,
9562,38252,b'lamp_s_000235.png',5.0,,,,,,
9563,38253,b'bowl_s_002655.png',3.0,,,,,,
9564,38266,b'sweet_pepper_s_001960.png',4.0,,,,,,
9565,38269,b'beer_bottle_s_001892.png',3.0,,,,,,
9566,38278,b'red_delicious_s_000665.png',4.0,,,,,,
9567,38283,b'cichlid_fish_s_000562.png',1.0,,,,,,
9568,38290,b'lamp_s_000042.png',5.0,,,,,,
9569,38293,b'bowl_s_001985.png',3.0,,,,,,
9570,38298,b'phone_s_000867.png',5.0,,,,,,
9571,38303,b'rainbow_trout_s_000254.png',1.0,,,,,,
9572,38305,b'dessert_plate_s_000280.png',3.0,,,,,,
9573,38307,b'flatfish_s_000389.png',1.0,,,,,,
9574,38309,b'orchid_s_000159.png',2.0,,,,,,
9575,38311,b'copperplate_s_000120.png',3.0,,,,,,
9576,38321,b'surveillance_system_s_001388.png',5.0,,,,,,
9577,38326,b'guitarfish_s_000818.png',1.0,,,,,,
9578,38330,b'eagle_ray_s_000010.png',1.0,,,,,,
9579,38333,b'anjou_s_000473.png',4.0,,,,,,
9580,38335,b'rainbow_trout_s_001758.png',1.0,,,,,,
9581,38353,b'beer_bottle_s_001564.png',3.0,,,,,,
9582,38355,b'sunflower_s_000330.png',2.0,,,,,,
9583,38359,b'carassius_auratus_s_000316.png',1.0,,,,,,
9584,38366,b'stingray_s_000370.png',1.0,,,,,,
9585,38371,b'turbot_s_001555.png',1.0,,,,,,
9586,38372,b'pear_s_000840.png',4.0,,,,,,
9587,38373,b'stingray_s_002033.png',1.0,,,,,,
9588,38374,b'rainbow_trout_s_001418.png',1.0,,,,,,
9589,38375,b'sweet_pepper_s_001903.png',4.0,,,,,,
9590,38386,b'computer_keyboard_s_000739.png',5.0,,,,,,
9591,38389,b'flatfish_s_000646.png',1.0,,,,,,
9592,38390,b'bosc_s_001516.png',4.0,,,,,,
9593,38393,b'clock_s_000158.png',5.0,,,,,,
9594,38395,b'clavier_s_000398.png',5.0,,,,,,
9595,38398,b'tulip_s_000829.png',2.0,,,,,,
9596,38412,b'phone_s_002802.png',5.0,,,,,,
9597,38416,b'rose_s_000190.png',2.0,,,,,,
9598,38418,b'lamp_s_001115.png',5.0,,,,,,
9599,38420,b'mcintosh_s_000016.png',4.0,,,,,,
9600,38422,b'numbfish_s_000013.png',1.0,,,,,,
9601,38442,b'poppy_s_000344.png',2.0,,,,,,
9602,38443,b'mushroom_s_000321.png',4.0,,,,,,
9603,38445,b'mushroom_s_001292.png',4.0,,,,,,
9604,38446,b'mountain_rose_s_001156.png',2.0,,,,,,
9605,38449,b'computer_keyboard_s_001062.png',5.0,,,,,,
9606,38451,b'clock_s_002207.png',5.0,,,,,,
9607,38454,b'plaice_s_001338.png',1.0,,,,,,
9608,38456,b'bosc_s_000294.png',4.0,,,,,,
9609,38457,b'jaffa_orange_s_000078.png',4.0,,,,,,
9610,38461,b'goblet_s_000004.png',3.0,,,,,,
9611,38467,b'poppy_s_000847.png',2.0,,,,,,
9612,38468,b'shark_s_001098.png',1.0,,,,,,
9613,38469,b'clock_s_000880.png',5.0,,,,,,
9614,38474,b'television_s_001077.png',5.0,,,,,,
9615,38477,b'orchid_s_000882.png',2.0,,,,,,
9616,38481,b'verpa_s_001134.png',4.0,,,,,,
9617,38482,b'golden_delicious_s_001690.png',4.0,,,,,,
9618,38486,b'sunflower_s_000053.png',2.0,,,,,,
9619,38490,b'sea_trout_s_000051.png',1.0,,,,,,
9620,38491,b'poppy_s_002603.png',2.0,,,,,,
9621,38509,b'clock_s_000457.png',5.0,,,,,,
9622,38510,b'tulip_s_001815.png',2.0,,,,,,
9623,38517,b'rose_s_001040.png',2.0,,,,,,
9624,38519,b'soda_can_s_000475.png',3.0,,,,,,
9625,38522,b'tulip_s_001315.png',2.0,,,,,,
9626,38525,b'yellow_delicious_s_000344.png',4.0,,,,,,
9627,38534,b'bartlett_pear_s_000404.png',4.0,,,,,,
9628,38538,b'sunflower_s_000018.png',2.0,,,,,,
9629,38541,b'sweet_pepper_s_001575.png',4.0,,,,,,
9630,38546,b'tv_s_000967.png',5.0,,,,,,
9631,38548,b'gray_sole_s_000111.png',1.0,,,,,,
9632,38550,b'tulip_s_000110.png',2.0,,,,,,
9633,38554,b'soda_can_s_000094.png',3.0,,,,,,
9634,38556,b'tangerine_s_000212.png',4.0,,,,,,
9635,38557,b'butterfly_orchid_s_000239.png',2.0,,,,,,
9636,38563,b'discharge_lamp_s_001450.png',5.0,,,,,,
9637,38567,b'discharge_lamp_s_000553.png',5.0,,,,,,
9638,38571,b'electric_lamp_s_000222.png',5.0,,,,,,
9639,38576,b'cup_s_000101.png',3.0,,,,,,
9640,38579,b'tulipa_clusiana_s_000135.png',2.0,,,,,,
9641,38580,b'plate_s_002657.png',3.0,,,,,,
9642,38590,b'rainbow_trout_s_000681.png',1.0,,,,,,
9643,38592,b'computer_keyboard_s_000236.png',5.0,,,,,,
9644,38593,b'computer_keyboard_s_002070.png',5.0,,,,,,
9645,38597,b'flounder_s_000521.png',1.0,,,,,,
9646,38598,b'mountain_rose_s_000301.png',2.0,,,,,,
9647,38599,b'plate_iron_s_000013.png',3.0,,,,,,
9648,38604,b'surveillance_system_s_000761.png',5.0,,,,,,
9649,38610,b'sweet_pepper_s_001500.png',4.0,,,,,,
9650,38614,b'plaice_s_001304.png',1.0,,,,,,
9651,38620,b'macoun_s_000595.png',4.0,,,,,,
9652,38621,b'whiskey_bottle_s_000746.png',3.0,,,,,,
9653,38622,b'bell_pepper_s_001000.png',4.0,,,,,,
9654,38623,b'bartlett_pear_s_000128.png',4.0,,,,,,
9655,38626,b'pear_s_000754.png',4.0,,,,,,
9656,38633,b'beer_can_s_002381.png',3.0,,,,,,
9657,38637,b'poppy_s_002390.png',2.0,,,,,,
9658,38638,b'beer_can_s_000188.png',3.0,,,,,,
9659,38648,b'pear_s_002215.png',4.0,,,,,,
9660,38650,b'soda_can_s_000062.png',3.0,,,,,,
9661,38651,b'tulip_s_001295.png',2.0,,,,,,
9662,38655,b'tulip_s_000028.png',2.0,,,,,,
9663,38656,b'goblet_s_000054.png',3.0,,,,,,
9664,38671,b'stingray_s_000120.png',1.0,,,,,,
9665,38673,b'orchid_s_000279.png',2.0,,,,,,
9666,38681,b'soda_can_s_000578.png',3.0,,,,,,
9667,38686,b'cichlid_s_002290.png',1.0,,,,,,
9668,38687,b'lemon_sole_s_000093.png',1.0,,,,,,
9669,38693,b'pear_s_000716.png',4.0,,,,,,
9670,38698,b'morel_s_000440.png',4.0,,,,,,
9671,38699,b'bell_pepper_s_000639.png',4.0,,,,,,
9672,38707,b'sweet_pepper_s_001308.png',4.0,,,,,,
9673,38709,b'bell_pepper_s_000168.png',4.0,,,,,,
9674,38710,b'fishplate_s_000121.png',3.0,,,,,,
9675,38724,b'golden_delicious_s_001301.png',4.0,,,,,,
9676,38729,b'orchid_s_000074.png',2.0,,,,,,
9677,38734,b'phone_s_002992.png',5.0,,,,,,
9678,38738,b'sunflower_s_002146.png',2.0,,,,,,
9679,38740,b'goblet_s_001472.png',3.0,,,,,,
9680,38741,b'tulip_s_000001.png',2.0,,,,,,
9681,38742,b'tulip_s_000058.png',2.0,,,,,,
9682,38743,b'coffee_can_s_001653.png',3.0,,,,,,
9683,38746,b'sweet_pepper_s_000658.png',4.0,,,,,,
9684,38748,b'macoun_s_000896.png',4.0,,,,,,
9685,38751,b'mushroom_s_001630.png',4.0,,,,,,
9686,38753,b'desk_phone_s_000376.png',5.0,,,,,,
9687,38754,b'flounder_s_000651.png',1.0,,,,,,
9688,38755,b'dwarf_tulip_s_000168.png',2.0,,,,,,
9689,38756,b'cup_s_002125.png',3.0,,,,,,
9690,38758,b'pear_s_001525.png',4.0,,,,,,
9691,38760,b'plate_s_001785.png',3.0,,,,,,
9692,38762,b'pear_s_000958.png',4.0,,,,,,
9693,38767,b'citrus_aurantium_s_000847.png',4.0,,,,,,
9694,38769,b'tulip_s_001704.png',2.0,,,,,,
9695,38770,b'electric_lamp_s_000671.png',5.0,,,,,,
9696,38771,b'rosebush_s_000970.png',2.0,,,,,,
9697,38780,b'desk_phone_s_000619.png',5.0,,,,,,
9698,38782,b'television_s_002831.png',5.0,,,,,,
9699,38787,b'cortland_s_000255.png',4.0,,,,,,
9700,38789,b'beer_can_s_002788.png',3.0,,,,,,
9701,38791,b'mountain_rose_s_001038.png',2.0,,,,,,
9702,38800,b'telephone_set_s_001058.png',5.0,,,,,,
9703,38806,b'mushroom_s_000792.png',4.0,,,,,,
9704,38809,b'line_engraving_s_000337.png',3.0,,,,,,
9705,38813,b'verpa_s_000903.png',4.0,,,,,,
9706,38818,b'oilcan_s_000464.png',3.0,,,,,,
9707,38820,b'turbot_s_001805.png',1.0,,,,,,
9708,38823,b'lady_tulip_s_000100.png',2.0,,,,,,
9709,38834,b'computer_keyboard_s_000492.png',5.0,,,,,,
9710,38837,b'plate_iron_s_000804.png',3.0,,,,,,
9711,38844,b'bowl_s_002264.png',3.0,,,,,,
9712,38849,b'poppy_s_000078.png',2.0,,,,,,
9713,38854,b'shark_s_000716.png',1.0,,,,,,
9714,38858,b'sweet_pepper_s_001588.png',4.0,,,,,,
9715,38859,b'lamp_s_001059.png',5.0,,,,,,
9716,38861,b'keyboard_s_001679.png',5.0,,,,,,
9717,38862,b'lamp_s_000233.png',5.0,,,,,,
9718,38863,b'beer_bottle_s_001417.png',3.0,,,,,,
9719,38868,b'computer_keyboard_s_001556.png',5.0,,,,,,
9720,38869,b'rose_s_002145.png',2.0,,,,,,
9721,38874,b'poppy_s_002589.png',2.0,,,,,,
9722,38881,b'television_s_002209.png',5.0,,,,,,
9723,38885,b'fishplate_s_000524.png',3.0,,,,,,
9724,38886,b'orchid_s_000416.png',2.0,,,,,,
9725,38890,b'sour_orange_s_000642.png',4.0,,,,,,
9726,38892,b'navel_orange_s_000910.png',4.0,,,,,,
9727,38893,b'computer_keyboard_s_000201.png',5.0,,,,,,
9728,38895,b'tulip_s_000705.png',2.0,,,,,,
9729,38899,b'shark_s_001108.png',1.0,,,,,,
9730,38901,b'clock_s_002320.png',5.0,,,,,,
9731,38902,b'rosebush_s_000889.png',2.0,,,,,,
9732,38904,b'cichlid_fish_s_000370.png',1.0,,,,,,
9733,38905,b'clavier_s_000520.png',5.0,,,,,,
9734,38908,b'red_delicious_s_000014.png',4.0,,,,,,
9735,38910,b'morel_s_000653.png',4.0,,,,,,
9736,38911,b'rose_s_000931.png',2.0,,,,,,
9737,38918,b'tulip_s_001606.png',2.0,,,,,,
9738,38922,b'poppy_s_002608.png',2.0,,,,,,
9739,38929,b'mako_shark_s_001454.png',1.0,,,,,,
9740,38934,b'golden_delicious_s_000720.png',4.0,,,,,,
9741,38939,b'bosc_s_001097.png',4.0,,,,,,
9742,38943,b'rosebush_s_000483.png',2.0,,,,,,
9743,38950,b'mcintosh_s_000256.png',4.0,,,,,,
9744,38951,b'navel_orange_s_000526.png',4.0,,,,,,
9745,38953,b'rainbow_trout_s_000134.png',1.0,,,,,,
9746,38963,b'electric_lamp_s_000018.png',5.0,,,,,,
9747,38964,b'orchid_s_001687.png',2.0,,,,,,
9748,38969,b'navel_orange_s_000216.png',4.0,,,,,,
9749,38983,b'whiskey_bottle_s_000348.png',3.0,,,,,,
9750,38987,b'desk_phone_s_000412.png',5.0,,,,,,
9751,38992,b'rosebush_s_000797.png',2.0,,,,,,
9752,38993,b'mushroom_s_001518.png',4.0,,,,,,
9753,38994,b'bitter_orange_s_000652.png',4.0,,,,,,
9754,38995,b'surveillance_system_s_000100.png',5.0,,,,,,
9755,38998,b'cichlid_fish_s_000526.png',1.0,,,,,,
9756,39009,b'goblet_s_001336.png',3.0,,,,,,
9757,39011,b'pop_bottle_s_000870.png',3.0,,,,,,
9758,39013,b'rainbow_trout_s_001298.png',1.0,,,,,,
9759,39016,b'fish_bowl_s_000044.png',3.0,,,,,,
9760,39019,b'halibut_s_000256.png',1.0,,,,,,
9761,39040,b'bowl_s_002772.png',3.0,,,,,,
9762,39043,b'telephone_s_001708.png',5.0,,,,,,
9763,39044,b'fishplate_s_000130.png',3.0,,,,,,
9764,39048,b'tulipa_clusiana_s_000053.png',2.0,,,,,,
9765,39057,b'mako_shark_s_001262.png',1.0,,,,,,
9766,39059,b'rainbow_trout_s_000206.png',1.0,,,,,,
9767,39062,b'navel_orange_s_000383.png',4.0,,,,,,
9768,39065,b'plate_s_001155.png',3.0,,,,,,
9769,39069,b'computer_keyboard_s_000500.png',5.0,,,,,,
9770,39070,b'clock_s_000576.png',5.0,,,,,,
9771,39083,b'poppy_s_001298.png',2.0,,,,,,
9772,39086,b'bowl_s_001447.png',3.0,,,,,,
9773,39089,b'stingray_s_002493.png',1.0,,,,,,
9774,39090,b'rosebush_s_000872.png',2.0,,,,,,
9775,39091,b'dwarf_tulip_s_000026.png',2.0,,,,,,
9776,39093,b'clock_s_002428.png',5.0,,,,,,
9777,39111,b'clock_s_002250.png',5.0,,,,,,
